Dublin_Postcodes,SubCat,Year,Propery_Size,S_Location,Location,RegionFilter,Status,Values_,ObjectId
County,Rent Price,2022,e. Four plus bed,ze. Galway,Galway,Northern & Western,County,1632.24,10647
D_Postcodes,Annual Change,2022,e. Four plus bed,Dublin 11,Dublin 11,Eastern & Midland,County,0,10666
D_Postcodes,Rent Price,2022,e. Four plus bed,Dublin 11,Dublin 11,Eastern & Midland,County,0,10667
D_Postcodes,Annual Change,2022,e. Four plus bed,Dublin 12,Dublin 12,Eastern & Midland,County,0,10695
D_Postcodes,Rent Price,2022,e. Four plus bed,Dublin 12,Dublin 12,Eastern & Midland,County,0,10696
County,Annual Change,2022,e. Four plus bed,zf. Galway City,Galway City,Northern & Western,County,11.5,10711
County,Rent Price,2022,e. Four plus bed,zf. Galway City,Galway City,Northern & Western,County,1907.35,10712
D_Postcodes,Annual Change,2022,e. Four plus bed,Dublin 17,Dublin 17,Eastern & Midland,County,0,10719
D_Postcodes,Rent Price,2022,e. Four plus bed,Dublin 17,Dublin 17,Eastern & Midland,County,0,10721
County,Annual Change,2022,e. Four plus bed,zt. Kerry,Kerry,Southern,County,18.3,10747
County,Rent Price,2022,e. Four plus bed,zt. Kerry,Kerry,Southern,County,1106.54,10750
County,Annual Change,2022,e. Four plus bed,r. Kildare,Kildare,Eastern & Midland,County,11.4,10784
County,Rent Price,2022,e. Four plus bed,r. Kildare,Kildare,Eastern & Midland,County,1882.51,10785
County,Annual Change,2022,e. Four plus bed,zi. Roscommon,Roscommon,Northern & Western,County,14.4,10831
County,Rent Price,2022,e. Four plus bed,zi. Roscommon,Roscommon,Northern & Western,County,931.79,10832
County,Annual Change,2022,e. Four plus bed,w. Longford,Longford,Eastern & Midland,County,14.7,10862
County,Rent Price,2022,e. Four plus bed,w. Longford,Longford,Eastern & Midland,County,918.6,10867
County,Annual Change,2022,e. Four plus bed,zd. Sligo,Sligo,Northern & Western,County,17.2,10880
County,Rent Price,2022,e. Four plus bed,zd. Sligo,Sligo,Northern & Western,County,1085.27,10887
County,Annual Change,2022,e. Four plus bed,zkk. Limerick City,Limerick City,Southern,County,18.8,10920
County,Rent Price,2022,e. Four plus bed,zkk. Limerick City,Limerick City,Southern,County,1748.64,10921
County,Annual Change,2022,e. Four plus bed,zh. Mayo,Mayo,Northern & Western,County,16.3,10956
County,Rent Price,2022,e. Four plus bed,zh. Mayo,Mayo,Northern & Western,County,927.07,10962
County,Annual Change,2022,e. Four plus bed,zo. Waterford,Waterford,Southern,County,19.3,10977
County,Rent Price,2022,e. Four plus bed,zo. Waterford,Waterford,Southern,County,1409.55,10983
County,Annual Change,2022,e. Four plus bed,zn. Kilkenny,Kilkenny,Southern,County,13.8,10985
County,Rent Price,2022,e. Four plus bed,zn. Kilkenny,Kilkenny,Southern,County,1179.46,10992
County,Annual Change,2022,e. Four plus bed,zc. Monaghan,Monaghan,Northern & Western,County,14.6,11005
County,Rent Price,2022,e. Four plus bed,zc. Monaghan,Monaghan,Northern & Western,County,922.37,11011
County,Annual Change,2022,e. Four plus bed,u. Louth,Louth,Eastern & Midland,County,3.8,11037
County,Rent Price,2022,e. Four plus bed,u. Louth,Louth,Eastern & Midland,County,1443.92,11038
County,Annual Change,2022,e. Four plus bed,zk. Limerick,Limerick,Southern,County,18.3,11086
County,Rent Price,2022,e. Four plus bed,zk. Limerick,Limerick,Southern,County,1637.38,11087
County,Annual Change,2022,e. Four plus bed,xy. Offaly,Offaly,Eastern & Midland,County,13.9,11141
County,Rent Price,2022,e. Four plus bed,xy. Offaly,Offaly,Eastern & Midland,County,1129.16,11142
County,Annual Change,2022,e. Four plus bed,zl. Tipperary,Tipperary,Southern,County,14.1,11145
County,Rent Price,2022,e. Four plus bed,zl. Tipperary,Tipperary,Southern,County,1034.52,11147
County,Annual Change,2022,e. Four plus bed,s. Meath,Meath,Eastern & Midland,County,4.1,11153
County,Rent Price,2022,e. Four plus bed,s. Meath,Meath,Eastern & Midland,County,1538.61,11155
County,Annual Change,2022,e. Four plus bed,zoo. Waterford City,Waterford City,Southern,County,23.3,11192
County,Rent Price,2022,e. Four plus bed,zoo. Waterford City,Waterford City,Southern,County,1621.61,11193
County,Annual Change,2022,e. Four plus bed,Ennis,Ennis,Southern,Settlement,16.4,11221
County,Rent Price,2022,e. Four plus bed,Ennis,Ennis,Southern,Settlement,1188.04,11222
County,Annual Change,2022,e. Four plus bed,Clonakilty,Clonakilty,Southern,Settlement,0,11250
County,Rent Price,2022,e. Four plus bed,Clonakilty,Clonakilty,Southern,Settlement,0,11251
County,Rent Price,2022,e. Four plus bed,zp. Wexford,Wexford,Southern,County,1121.53,11256
County,Annual Change,2022,e. Four plus bed,Letterkenny,Letterkenny,Northern & Western,Settlement,15.7,11261
County,Rent Price,2022,e. Four plus bed,Letterkenny,Letterkenny,Northern & Western,Settlement,964.65,11268
County,Annual Change,2022,e. Four plus bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,4.2,11298
County,Rent Price,2022,e. Four plus bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,930.12,11299
County,Annual Change,2022,e. Four plus bed,Tuam,Tuam,Northern & Western,Settlement,9,11327
County,Rent Price,2022,e. Four plus bed,Tuam,Tuam,Northern & Western,Settlement,1139.44,11328
County,Annual Change,2022,e. Four plus bed,Carlow Town,Carlow Town,Southern,Settlement,11.3,11339
County,Rent Price,2022,e. Four plus bed,Carlow Town,Carlow Town,Southern,Settlement,1387.81,11346
County,Annual Change,2022,e. Four plus bed,Swords,Swords,Eastern & Midland,Settlement,4.4,11398
County,Rent Price,2022,e. Four plus bed,Swords,Swords,Eastern & Midland,Settlement,1913.13,11399
County,Annual Change,2022,e. Four plus bed,Killarney,Killarney,Southern,Settlement,15.9,11451
County,Annual Change,2022,e. Four plus bed,y. Westmeath,Westmeath,Eastern & Midland,County,10.2,11455
County,Rent Price,2022,e. Four plus bed,Killarney,Killarney,Southern,Settlement,1342.27,11456
County,Rent Price,2022,e. Four plus bed,y. Westmeath,Westmeath,Eastern & Midland,County,1183.11,11461
County,Annual Change,2022,e. Four plus bed,Mallow,Mallow,Southern,Settlement,4.6,11469
County,Rent Price,2022,e. Four plus bed,Mallow,Mallow,Southern,Settlement,1127.22,11474
County,Annual Change,2022,e. Four plus bed,t. Wicklow,Wicklow,Eastern & Midland,County,7.8,11492
County,Rent Price,2022,e. Four plus bed,t. Wicklow,Wicklow,Eastern & Midland,County,1910,11497
County,Annual Change,2022,e. Four plus bed,Cavan Town,Cavan Town,Northern & Western,Settlement,22.1,11537
County,Rent Price,2022,e. Four plus bed,Cavan Town,Cavan Town,Northern & Western,Settlement,1029.59,11540
County,Annual Change,2022,e. Four plus bed,Tralee,Tralee,Southern,Settlement,28.4,11583
County,Rent Price,2022,e. Four plus bed,Tralee,Tralee,Southern,Settlement,1168.81,11584
County,Annual Change,2022,e. Four plus bed,zp. Wexford,Wexford,Southern,County,12.9,11597
County,Annual Change,2022,e. Four plus bed,Drogheda,Drogheda,Eastern & Midland,Settlement,7.2,11614
County,Rent Price,2022,e. Four plus bed,Drogheda,Drogheda,Eastern & Midland,Settlement,1562.82,11622
County,Annual Change,2022,e. Four plus bed,Ballina,Ballina,Northern & Western,Settlement,9.8,11663
County,Rent Price,2022,e. Four plus bed,Ballina,Ballina,Northern & Western,Settlement,816.25,11664
County,Annual Change,2022,e. Four plus bed,Castlebar,Castlebar,Northern & Western,Settlement,20.6,11692
County,Rent Price,2022,e. Four plus bed,Castlebar,Castlebar,Northern & Western,Settlement,1039.4,11693
County,Annual Change,2022,e. Four plus bed,Naas,Naas,Eastern & Midland,Settlement,11.3,11712
County,Rent Price,2022,e. Four plus bed,Naas,Naas,Eastern & Midland,Settlement,2012.05,11719
County,Annual Change,2022,e. Four plus bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,3.9,11750
County,Rent Price,2022,e. Four plus bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,1134.18,11757
County,Annual Change,2022,e. Four plus bed,Drogheda,Drogheda,Eastern & Midland,Settlement,7.2,11762
County,Rent Price,2022,e. Four plus bed,Drogheda,Drogheda,Eastern & Midland,Settlement,1562.82,11769
County,Annual Change,2022,e. Four plus bed,Maynooth,Maynooth,Eastern & Midland,Settlement,6.6,11773
County,Rent Price,2022,e. Four plus bed,Maynooth,Maynooth,Eastern & Midland,Settlement,2065.01,11779
County,Annual Change,2022,e. Four plus bed,Newcastle West,Newcastle West,Southern,Settlement,8.8,11814
County,Rent Price,2022,e. Four plus bed,Newcastle West,Newcastle West,Southern,Settlement,928.75,11823
County,Annual Change,2022,e. Four plus bed,Monaghan Town,Monaghan Town,Northern & Western,Settlement,23.3,11826
County,Rent Price,2022,e. Four plus bed,Monaghan Town,Monaghan Town,Northern & Western,Settlement,1045.45,11833
County,Annual Change,2022,e. Four plus bed,Dundalk,Dundalk,Eastern & Midland,Settlement,2.4,11873
County,Rent Price,2022,e. Four plus bed,Dundalk,Dundalk,Eastern & Midland,Settlement,1398.49,11880
County,Annual Change,2022,e. Four plus bed,Kilkenny City,Kilkenny City,Southern,Settlement,0,11893
County,Rent Price,2022,e. Four plus bed,Kilkenny City,Kilkenny City,Southern,Settlement,0,11894
County,Annual Change,2022,e. Four plus bed,Navan,Navan,Eastern & Midland,Settlement,6.3,11935
County,Rent Price,2022,e. Four plus bed,Navan,Navan,Eastern & Midland,Settlement,1441.55,11936
County,Annual Change,2022,e. Four plus bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,21.4,11993
County,Rent Price,2022,e. Four plus bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,881.23,11994
County,Annual Change,2022,e. Four plus bed,Bray,Bray,Eastern & Midland,Settlement,12.9,12025
County,Rent Price,2022,e. Four plus bed,Bray,Bray,Eastern & Midland,Settlement,2171,12027
County,Annual Change,2022,e. Four plus bed,Rathnew,Rathnew,Eastern & Midland,Settlement,0,12062
County,Rent Price,2022,e. Four plus bed,Rathnew,Rathnew,Eastern & Midland,Settlement,0,12063
County,Annual Change,2022,e. Four plus bed,Nenagh,Dungarvan,Eastern & Midland,Settlement,12.5,12067
County,Rent Price,2022,e. Four plus bed,Nenagh,Dungarvan,Eastern & Midland,Settlement,1088.53,12071
County,Annual Change,2022,e. Four plus bed,Tullamore,Tullamore,Eastern & Midland,Settlement,9.4,12076
County,Rent Price,2022,e. Four plus bed,Tullamore,Tullamore,Eastern & Midland,Settlement,1168.4,12080
County,Annual Change,2022,e. Four plus bed,Ballina,Clonmel,Southern,Settlement,12.8,12086
County,Rent Price,2022,e. Four plus bed,Ballina,Clonmel,Southern,Settlement,1145.12,12087
County,Annual Change,2022,e. Four plus bed,Clonmel,Nenagh,Southern,Settlement,7.1,12115
County,Rent Price,2022,e. Four plus bed,Clonmel,Nenagh,Southern,Settlement,993.42,12116
County,Annual Change,2022,e. Four plus bed,Dungarvan,Athlone,Northern & Western,Settlement,6.9,12139
County,Rent Price,2022,e. Four plus bed,Dungarvan,Athlone,Northern & Western,Settlement,1204.88,12142
County,Annual Change,2022,e. Four plus bed,Mullingar,Mullingar,Eastern & Midland,Settlement,7.3,12208
County,Rent Price,2022,e. Four plus bed,Mullingar,Mullingar,Eastern & Midland,Settlement,1206.68,12211
County,Annual Change,2022,e. Four plus bed,Roscommon Town,Roscommon Town,Northern & Western,Settlement,7.2,12219
County,Annual Change,2022,e. Four plus bed,Sligo Town,Sligo Town,Southern,Settlement,13.1,12221
County,Rent Price,2022,e. Four plus bed,Roscommon Town,Roscommon Town,Northern & Western,Settlement,1007.32,12222
County,Rent Price,2022,e. Four plus bed,Sligo Town,Sligo Town,Southern,Settlement,1107.63,12224
County,Annual Change,2022,e. Four plus bed,Gorey,Gorey,Eastern & Midland,Settlement,5.4,12286
County,Rent Price,2022,e. Four plus bed,Gorey,Gorey,Eastern & Midland,Settlement,1171.8,12287
County,Annual Change,2022,e. Four plus bed,Wicklow Town,Wicklow Town,Eastern & Midland,Settlement,0,12315
County,Rent Price,2022,e. Four plus bed,Wicklow Town,Wicklow Town,Eastern & Midland,Settlement,0,12316
County,Annual Change,2021,a. All bedrooms,z. Cavan,Cavan,Northern & Western,County,4.9,6
County,Rent Price,2021,a. All bedrooms,z. Cavan,Cavan,Northern & Western,County,703.25,7
County,Annual Change,2021,a. All bedrooms,zq. Cork,Cork,Southern,County,4.2,27
County,Rent Price,2021,a. All bedrooms,zq. Cork,Cork,Southern,County,1180.72,30
County,Annual Change,2021,a. All bedrooms,zj. Clare,Clare,Southern,County,6.1,62
County,Rent Price,2021,a. All bedrooms,zj. Clare,Clare,Southern,County,809.32,64
County,Annual Change,2021,a. All bedrooms,zr. Cork City,Cork City,Southern,County,3.2,85
County,Rent Price,2017,e. Four plus bed,zr. Cork City,Cork City,Southern,County,1438.09,9868
County,Annual Change,2021,a. All bedrooms,za. Donegal,Donegal,Northern & Western,County,6,121
County,Rent Price,2021,a. All bedrooms,za. Donegal,Donegal,Northern & Western,County,629.56,122
County,Annual Change,2021,a. All bedrooms,m. Dublin,Dublin,Eastern & Midland,County,2.4,150
County,Rent Price,2021,a. All bedrooms,m. Dublin,Dublin,Eastern & Midland,County,1782.89,151
County,Annual Change,2021,a. All bedrooms,zm. Carlow,Carlow,Southern,County,7.1,175
County,Rent Price,2021,a. All bedrooms,zm. Carlow,Carlow,Southern,County,934.76,176
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 1,Dublin 1,Eastern & Midland,County,-4.2,228
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 1,Dublin 1,Eastern & Midland,County,1582.22,229
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 4,Dublin 4,Eastern & Midland,County,-2.6,265
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 4,Dublin 4,Eastern & Midland,County,2167.72,266
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 5,Dublin 5,Eastern & Midland,County,-3.1,294
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 5,Dublin 5,Eastern & Midland,County,1629.55,295
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 6,Dublin 6,Eastern & Midland,County,-2.3,323
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 6,Dublin 6,Eastern & Midland,County,1596.25,324
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 2,Dublin 2,Eastern & Midland,County,-5.3,357
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 2,Dublin 2,Eastern & Midland,County,2052.72,358
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 3,Dublin 3,Eastern & Midland,County,-0.9,386
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 3,Dublin 3,Eastern & Midland,County,1668.27,387
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 10,Dublin 10,Eastern & Midland,County,-1.7,419
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 10,Dublin 10,Eastern & Midland,County,1347.98,420
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 6W,Dublin 6W,Eastern & Midland,County,-1.5,422
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 6W,Dublin 6W,Eastern & Midland,County,1822.9,424
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 7,Dublin 7,Eastern & Midland,County,0.1,454
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 7,Dublin 7,Eastern & Midland,County,1499.48,455
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 13,Dublin 13,Eastern & Midland,County,2.1,489
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 13,Dublin 13,Eastern & Midland,County,1788.17,492
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 14,Dublin 14,Eastern & Midland,County,-0.9,528
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 14,Dublin 14,Eastern & Midland,County,2108.91,529
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 11,Dublin 11,Eastern & Midland,County,1.3,558
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 11,Dublin 11,Eastern & Midland,County,1503,559
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 17,Dublin 17,Eastern & Midland,County,3.1,571
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 17,Dublin 17,Eastern & Midland,County,1499.97,572
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 18,Dublin 18,Eastern & Midland,County,1939.64,580
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 18,Dublin 18,Eastern & Midland,County,-0.1,601
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 20,Dublin 20,Eastern & Midland,County,-0.5,629
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 20,Dublin 20,Eastern & Midland,County,1427.33,630
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 12,Dublin 12,Eastern & Midland,County,1.6,676
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 12,Dublin 12,Eastern & Midland,County,1707.35,677
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 8,Dublin 8,Eastern & Midland,County,-1.1,718
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 8,Dublin 8,Eastern & Midland,County,1621.67,720
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 15,Dublin 15,Eastern & Midland,County,0.6,727
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 15,Dublin 15,Eastern & Midland,County,1607.37,729
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 16,Dublin 16,Eastern & Midland,County,3.1,759
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 16,Dublin 16,Eastern & Midland,County,2012.67,760
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 9,Dublin 9,Eastern & Midland,County,-4.2,789
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 9,Dublin 9,Eastern & Midland,County,1563.25,790
County,Annual Change,2021,a. All bedrooms,s. Meath,Meath,Eastern & Midland,County,3.7,830
County,Rent Price,2021,a. All bedrooms,s. Meath,Meath,Eastern & Midland,County,1243.04,831
D_Postcodes,Annual Change,2021,a. All bedrooms,Dublin 24,Dublin 24,Eastern & Midland,County,7.6,864
D_Postcodes,Rent Price,2021,a. All bedrooms,Dublin 24,Dublin 24,Eastern & Midland,County,1581.85,865
County,Annual Change,2021,a. All bedrooms,ze. Galway,Galway,Northern & Western,County,5.9,893
County,Rent Price,2021,a. All bedrooms,ze. Galway,Galway,Northern & Western,County,1203.22,894
County,Annual Change,2021,a. All bedrooms,r. Kildare,Kildare,Eastern & Midland,County,4.2,928
County,Rent Price,2021,a. All bedrooms,r. Kildare,Kildare,Eastern & Midland,County,1350.45,929
County,Annual Change,2021,a. All bedrooms,zc. Monaghan,Monaghan,Northern & Western,County,2.8,960
County,Rent Price,2021,a. All bedrooms,zc. Monaghan,Monaghan,Northern & Western,County,697.26,961
County,Annual Change,2021,a. All bedrooms,xy. Offaly,Offaly,Eastern & Midland,County,4.5,989
County,Rent Price,2021,a. All bedrooms,xy. Offaly,Offaly,Eastern & Midland,County,854.07,990
County,Annual Change,2021,a. All bedrooms,zf. Galway City,Galway City,Northern & Western,County,5.3,1019
County,Rent Price,2021,a. All bedrooms,zf. Galway City,Galway City,Northern & Western,County,1354.44,1020
County,Annual Change,2021,a. All bedrooms,zt. Kerry,Kerry,Southern,County,4.9,1048
County,Rent Price,2021,a. All bedrooms,zt. Kerry,Kerry,Southern,County,814.61,1049
County,Annual Change,2021,a. All bedrooms,u. Louth,Louth,Eastern & Midland,County,4.1,1073
County,Rent Price,2021,a. All bedrooms,u. Louth,Louth,Eastern & Midland,County,1118.78,1074
County,Annual Change,2021,a. All bedrooms,zh. Mayo,Mayo,Northern & Western,County,6.3,1102
County,Rent Price,2021,a. All bedrooms,zh. Mayo,Mayo,Northern & Western,County,732.91,1103
County,Annual Change,2021,a. All bedrooms,zn. Kilkenny,Kilkenny,Southern,County,0.9,1105
County,Rent Price,2021,a. All bedrooms,zn. Kilkenny,Kilkenny,Southern,County,876.04,1106
County,Annual Change,2021,a. All bedrooms,zk. Limerick,Limerick,Southern,County,4.7,1134
County,Rent Price,2021,a. All bedrooms,zk. Limerick,Limerick,Southern,County,1086.05,1135
County,Annual Change,2021,a. All bedrooms,zkk. Limerick City,Limerick City,Southern,County,4.8,1161
County,Rent Price,2021,a. All bedrooms,zkk. Limerick City,Limerick City,Southern,County,1151.24,1162
County,Annual Change,2021,a. All bedrooms,w. Longford,Longford,Eastern & Midland,County,7.3,1190
County,Rent Price,2021,a. All bedrooms,w. Longford,Longford,Eastern & Midland,County,702.51,1191
County,Annual Change,2021,a. All bedrooms,Ennis,Ennis,Southern,Settlement,5.7,1207
County,Annual Change,2021,a. All bedrooms,zo. Waterford,Waterford,Southern,County,8.6,1209
County,Rent Price,2021,a. All bedrooms,Ennis,Ennis,Southern,Settlement,817.52,1210
County,Rent Price,2021,a. All bedrooms,zo. Waterford,Waterford,Southern,County,894.98,1213
County,Annual Change,2021,a. All bedrooms,zoo. Waterford City,Waterford City,Southern,County,9.6,1251
County,Rent Price,2021,a. All bedrooms,zoo. Waterford City,Waterford City,Southern,County,941.14,1252
County,Annual Change,2021,a. All bedrooms,Mallow,Mallow,Southern,Settlement,4,1312
County,Rent Price,2021,a. All bedrooms,Mallow,Mallow,Southern,Settlement,966.76,1313
County,Annual Change,2021,a. All bedrooms,Letterkenny,Letterkenny,Northern & Western,Settlement,8.1,1341
County,Rent Price,2021,a. All bedrooms,Letterkenny,Letterkenny,Northern & Western,Settlement,704.47,1342
County,Annual Change,2021,a. All bedrooms,y. Westmeath,Westmeath,Eastern & Midland,County,5.7,1365
County,Annual Change,2021,a. All bedrooms,t. Wicklow,Wicklow,Eastern & Midland,County,6.4,1366
County,Annual Change,2021,a. All bedrooms,zi. Roscommon,Roscommon,Northern & Western,County,7.3,1369
County,Rent Price,2021,a. All bedrooms,y. Westmeath,Westmeath,Eastern & Midland,County,910.97,1370
County,Rent Price,2021,a. All bedrooms,t. Wicklow,Wicklow,Eastern & Midland,County,1378.28,1371
County,Rent Price,2021,a. All bedrooms,zi. Roscommon,Roscommon,Northern & Western,County,722.32,1374
County,Annual Change,2021,a. All bedrooms,Cavan Town,Cavan Town,Northern & Western,Settlement,7,1396
County,Rent Price,2021,a. All bedrooms,Cavan Town,Cavan Town,Northern & Western,Settlement,754.18,1397
County,Annual Change,2021,a. All bedrooms,zd. Sligo,Sligo,Northern & Western,County,5.2,1451
County,Rent Price,2021,a. All bedrooms,zd. Sligo,Sligo,Northern & Western,County,799.76,1452
County,Annual Change,2021,a. All bedrooms,zl. Tipperary,Tipperary,Southern,County,4.6,1476
County,Rent Price,2021,a. All bedrooms,zl. Tipperary,Tipperary,Southern,County,747.48,1477
County,Annual Change,2021,a. All bedrooms,Carlow Town,Carlow Town,Southern,Settlement,7.1,1523
County,Rent Price,2021,a. All bedrooms,Carlow Town,Carlow Town,Southern,Settlement,978.26,1524
County,Annual Change,2021,a. All bedrooms,zp. Wexford,Wexford,Southern,County,4.6,1550
County,Rent Price,2021,a. All bedrooms,zp. Wexford,Wexford,Southern,County,816.03,1551
County,Annual Change,2021,a. All bedrooms,Clonakilty,Clonakilty,Southern,Settlement,6.7,1583
County,Rent Price,2021,a. All bedrooms,Clonakilty,Clonakilty,Southern,Settlement,908.17,1584
County,Annual Change,2021,a. All bedrooms,Swords,Swords,Eastern & Midland,Settlement,4.1,1624
County,Rent Price,2021,a. All bedrooms,Swords,Swords,Eastern & Midland,Settlement,1609.81,1627
County,Annual Change,2021,a. All bedrooms,Portlaoise,Portlaoise,Eastern & Midland,Settlement,1.6,1640
County,Rent Price,2021,a. All bedrooms,Portlaoise,Portlaoise,Eastern & Midland,Settlement,966.93,1645
County,Annual Change,2021,a. All bedrooms,Killarney,Killarney,Southern,Settlement,3.3,1651
County,Rent Price,2021,a. All bedrooms,Killarney,Killarney,Southern,Settlement,975.32,1658
County,Annual Change,2021,a. All bedrooms,Dundalk,Dundalk,Eastern & Midland,Settlement,4.7,1673
County,Rent Price,2021,a. All bedrooms,Dundalk,Dundalk,Eastern & Midland,Settlement,1093.51,1674
County,Annual Change,2021,a. All bedrooms,Ballina,Ballina,Northern & Western,Settlement,4.1,1702
County,Rent Price,2021,a. All bedrooms,Ballina,Ballina,Northern & Western,Settlement,674.42,1703
County,Annual Change,2021,a. All bedrooms,Maynooth,Maynooth,Eastern & Midland,Settlement,3.8,1743
County,Annual Change,2021,a. All bedrooms,Newcastle West,Newcastle West,Southern,Settlement,5.1,1753
County,Rent Price,2021,a. All bedrooms,Maynooth,Maynooth,Eastern & Midland,Settlement,1654.81,1754
County,Rent Price,2021,a. All bedrooms,Newcastle West,Newcastle West,Southern,Settlement,745.64,1760
County,Annual Change,2021,a. All bedrooms,Naas,Naas,Eastern & Midland,Settlement,4.5,1806
County,Rent Price,2021,a. All bedrooms,Naas,Naas,Eastern & Midland,Settlement,1444.41,1807
County,Annual Change,2021,a. All bedrooms,Kilkenny City,Kilkenny City,Southern,Settlement,-1,1829
County,Rent Price,2021,a. All bedrooms,Kilkenny City,Kilkenny City,Southern,Settlement,984.88,1830
County,Annual Change,2021,a. All bedrooms,Ballinasloe,Ballinasloe,Northern & Western,Settlement,7.1,1908
County,Rent Price,2021,a. All bedrooms,Ballinasloe,Ballinasloe,Northern & Western,Settlement,796.11,1913
County,Annual Change,2021,a. All bedrooms,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,6.2,1914
County,Rent Price,2021,a. All bedrooms,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,661.29,1918
County,Annual Change,2021,a. All bedrooms,Tuam,Tuam,Northern & Western,Settlement,4.2,1920
County,Rent Price,2021,a. All bedrooms,Tuam,Tuam,Northern & Western,Settlement,922.98,1924
County,Annual Change,2021,a. All bedrooms,Tralee,Tralee,Southern,Settlement,4.9,1931
County,Rent Price,2021,a. All bedrooms,Tralee,Tralee,Southern,Settlement,795.83,1935
County,Annual Change,2021,a. All bedrooms,Drogheda,Drogheda,Eastern & Midland,Settlement,3.7,1964
County,Rent Price,2021,a. All bedrooms,Drogheda,Drogheda,Eastern & Midland,Settlement,1154.6,1968
County,Annual Change,2021,a. All bedrooms,Dungarvan,Athlone,Eastern & Midland,Settlement,9.3,2017
County,Rent Price,2021,a. All bedrooms,Dungarvan,Athlone,Eastern & Midland,Settlement,1013.73,2018
County,Rent Price,2021,a. All bedrooms,Sligo Town,Sligo Town,Northern & Western,Settlement,827.55,2033
County,Annual Change,2021,a. All bedrooms,Mullingar,Mullingar,Eastern & Midland,Settlement,7.1,2057
County,Rent Price,2021,a. All bedrooms,Mullingar,Mullingar,Eastern & Midland,Settlement,915.82,2058
County,Annual Change,2021,a. All bedrooms,Drogheda,Drogheda,Eastern & Midland,Settlement,3.7,2078
County,Rent Price,2021,a. All bedrooms,Drogheda,Drogheda,Eastern & Midland,Settlement,1154.6,2085
County,Annual Change,2021,a. All bedrooms,Clonmel,Nenagh,Southern,Settlement,6.3,2101
County,Rent Price,2021,a. All bedrooms,Clonmel,Nenagh,Southern,Settlement,779.05,2108
County,Annual Change,2021,a. All bedrooms,Nenagh,Dungarvan,Southern,Settlement,7.1,2142
County,Rent Price,2021,a. All bedrooms,Nenagh,Dungarvan,Southern,Settlement,843.07,2143
County,Annual Change,2021,a. All bedrooms,Gorey,Gorey,Eastern & Midland,Settlement,5.2,2176
County,Rent Price,2021,a. All bedrooms,Gorey,Gorey,Eastern & Midland,Settlement,959.46,2177
County,Annual Change,2021,a. All bedrooms,Ballina,Clonmel,Southern,Settlement,4.3,2224
